"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: febrero 2026"
"Proceso de Liquidacion: Original (L0) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 14/mar/2026 05:00:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","19/02/2026","4","2396.2595","1.8786","23.1218","1004.2359","23691.6853","252.5765","365.0129","1539.6712","1349.5309","3011.864","1039.4963"
"SEN","19/02/2026","5","2267.8979","5.5876","25.3653","1004.2562","23923.2253","257.0355","365.2964","1467.6166","1480.9162","3011.7516","1037.8514"
"SEN","19/02/2026","6","2343.6188","5.3446","21.8816","1003.5938","24168.333","259.436","364.7956","1704.4918","1508.0833","3011.7435","1054.8929"
"SEN","19/02/2026","7","2387.4164","19.2001","23.2016","1004.6411","24780.146","302.745","366.1569","2154.6363","1527.1062","3009.3338","1098.5264"
"SEN","19/02/2026","8","2496.7122","499.0772","17.631","1004.3345","25206.246","331.8138","367.2033","2225.323","1531.663","3004.733","1120.3563"
"SEN","19/02/2026","9","2304.6614","3351.4808","17.5909","949.7779","23944.3169","314.8601","367.3464","1965.9465","1531.1836","3002.5941","1084.3976"
"SEN","19/02/2026","10","2295.068","5643.7862","21.9467","922.0019","22468.5555","310.3352","362.096","1687.254","1530.9694","2913.2292","1056.2119"
"SEN","19/02/2026","11","2048.0463","5072.8328","25.2534","921.9953","22246.4264","300.1031","362.2015","2500.3223","1529.8542","2953.369","1075.8579"
"SEN","19/02/2026","12","1748.063","4905.713","22.7731","923.5892","23016.4294","307.6211","360.971","2545.9874","1528.8468","3013.7602","1092.8599"
"SEN","19/02/2026","13","1644.5498","4844.6303","23.5638","923.3816","23452.3608","299.5079","359.7152","2501.3434","1527.7668","3059.0325","1084.5103"
"SEN","19/02/2026","14","1565.8422","4786.1501","20.9963","923.8556","23428.64","335.6869","362.2161","2811.7767","1523.4387","3196.0907","1134.7784"
"SEN","19/02/2026","15","1588.0635","4717.7821","25.326","1023.9322","23190.2156","358.8424","361.7436","3469.7874","1520.2306","3505.729","1245.9158"
"SEN","19/02/2026","16","1611.7984","4525.1042","22.7498","1359.9458","22989.721","382.5863","360.2609","3667.9046","1516.8764","3576.1781","1321.5999"
"SEN","19/02/2026","17","1648.1065","4266.2593","21.9513","1500.3078","23127.0903","398.9477","361.8315","4408.173","1513.0587","3956.0601","1560.1875"
"SEN","19/02/2026","18","1901.4162","2837.6313","23.5064","1498.9109","24000.7604","441.2873","362.3883","4781.9029","1509.0256","4115.2562","1638.5025"
"SEN","19/02/2026","19","1952.7655","594.1468","18.7481","1499.6466","25514.9058","533.2927","361.6753","5608.4466","1506.3928","4180.6955","1676.9536"
"SEN","19/02/2026","20","1929.7841","36.8073","20.2671","1500.6277","26331.8186","539.3352","362.0769","6694.1167","1507.5301","4053.8139","1743.4488"
"SEN","19/02/2026","21","1883.8948","21.0455","22.4846","1528.2129","26529.0887","530.5777","364.2575","6400.2047","1509.1558","4011.5643","1718.2255"
"SEN","19/02/2026","22","1903.3922","10.4931","24.0022","1572.1475","26571.3086","538.0951","363.4196","5748.0798","1511.1195","3672.0032","1601.1814"
"SEN","19/02/2026","23","1919.6439","6.1608","24.4331","1631.4615","26419.2657","487.82","364.6962","4640.4699","1513.2582","3686.3375","1547.7655"
"SEN","19/02/2026","24","1858.9848","5.1708","25.6924","1643.6278","25847.2936","376.544","365.0023","3690.2073","1515.337","3712.7006","1472.4344"
"SEN","20/02/2026","1","1890.497","1.3426","19.7804","1395.1975","25611.3287","336.6614","362.3207","2836.6235","1516.049","3498.822","1127.4583"
"SEN","20/02/2026","2","1826.2626","0.8306","22.8071","1192.8286","25141.4655","269.0134","361.9477","2454.5006","1516.2954","3428.4445","901.2974"
"SEN","20/02/2026","3","1989.9934","0.8741","22.3342","1164.7265","24613.9599","251.2019","362.2367","1808.8806","1516.782","3364.1327","851.387"
"SEN","20/02/2026","4","1860.2804","0.7431","22.2412","1182.538","24127.4891","259.2086","361.6156","1900.2645","1453.9274","3309.9451","849.3186"
"SEN","20/02/2026","5","1678.6595","0.6683","22.7469","1273.8384","24189.5066","253.144","361.0597","1626.8364","1482.7284","3278.7265","849.2723"
"SEN","20/02/2026","6","1317.7104","0.6514","24.2175","1278.8177","24795.0874","260.3628","361.9565","1839.0758","1510.2495","3257.5613","852.912"
"SEN","20/02/2026","7","1264.6691","25.3835","24.9515","1274.8271","25550.5578","260.4376","362.7038","2369.0007","1526.4973","3255.6048","879.8655"
"SEN","20/02/2026","8","1273.2776","555.0826","25.5604","1274.25","25162.3922","255.0814","362.2826","3106.9885","1531.6216","3257.0727","884.0433"
"SEN","20/02/2026","9","1095.0471","3467.0009","22.9057","1334.2863","23543.7131","241.4437","361.9543","3029.835","1501.9495","3278.0471","872.5945"
"SEN","20/02/2026","10","939.0917","5221.8751","15.7109","1435.3756","22433.3685","237.0244","359.529","3019.6791","1272.1369","3325.7466","898.4035"
"SEN","20/02/2026","11","1078.5532","5671.9665","10.5868","1334.6355","21838.0561","264.0696","361.0946","3186.4189","1245.9552","3324.8797","905.0988"
"SEN","20/02/2026","12","1227.377","5706.4907","6.4949","1381.4853","22120.6135","183.4523","359.8456","3138.5504","1245.9487","3207.6346","871.022"
"SEN","20/02/2026","13","1307.9937","5713.1829","22.8485","1438.6695","22264.2608","173.5466","358.9873","3202.0226","1244.1753","3223.0988","859.0847"
"SEN","20/02/2026","14","1381.227","5422.4197","25.8374","1442.6184","22609.5977","172.9359","359.5338","3225.2406","1243.0183","3225.6177","1087.1919"
"SEN","20/02/2026","15","1515.5529","5431.3242","25.4339","1441.1819","22827.2329","185.6804","359.3921","3316.5082","1247.0664","3292.2206","1169.7743"
"SEN","20/02/2026","16","1487.9068","5185.8958","23.3787","1507.3897","23459.057","187.0039","359.8223","3663.258","1355.0911","3524.3034","1193.8999"
"SEN","20/02/2026","17","1552.9818","4772.6741","25.0089","1711.3382","23518.6619","199.9929","342.6747","3762.8962","1475.2401","3952.5867","1285.141"
"SEN","20/02/2026","18","1736.058","3727.3512","25.4452","1773.1327","23971.7026","222.1268","333.2049","4037.3588","1498.1722","3935.9818","1480.8282"
"SEN","20/02/2026","19","1869.49","766.0071","22.6598","1768.9247","25032.749","278.1775","334.4056","5992.5261","1506.1558","3979.2046","1562.9768"
"SEN","20/02/2026","20","1925.6035","29.9246","25.602","1766.8884","25481.8232","271.6223","335.3014","6950.3097","1511.4688","4138.863","1613.1014"
"SEN","20/02/2026","21","1914.0884","18.6926","25.6021","1769.0672","25515.3054","262.3351","337.2247","6698.8239","1514.8167","4179.478","1656.7103"
"SEN","20/02/2026","22","1898.5938","12.7659","25.3391","1770.6752","25777.3235","360.3688","345.9169","5440.0001","1517.9432","4173.6646","1638.5464"
"SEN","20/02/2026","23","1798.0276","7.9922","25.5646","1770.7753","25744.3851","310.2687","360.5863","4640.7564","1521.0362","4177.3389","1599.3615"
"SEN","20/02/2026","24","1937.4942","9.2736","25.5398","1770.0275","24867.9223","242.995","360.7339","4095.1036","1521.5968","4137.3414","1476.869"
"SEN","21/02/2026","1","1922.4008","1.3347","25.461","1772.0294","24013.6392","246.6553","360.5163","3340.1847","1522.7451","3997.3569","1238.3392"
"SEN","21/02/2026","2","1721.4804","0.6907","25.3029","1770.8702","23830.6888","273.6388","360.4732","2616.5129","1522.5826","3695.7326","1158.523"
"SEN","21/02/2026","3","1763.2137","0.9707","25.5483","1771.8398","23657.4066","263.0912","360.1781","2113.5605","1521.5305","3494.0327","1010.8335"
"SEN","21/02/2026","4","1618.5533","1.4492","25.0021","1773.1786","23747.8244","259.056","360.4255","1828.441","1520.6154","3125.3504","903.3977"
"SEN","21/02/2026","5","1223.4305","2.802","24.9396","1769.6616","23582.1536","251.9719","359.8651","1950.2548","1520.5111","3121.4085","944.7047"
"SEN","21/02/2026","6","972.9538","4.2713","24.61","1769.4779","23772.7131","238.6939","359.5466","1849.8882","1520.0289","3129.8782","968.6994"
"SEN","21/02/2026","7","878.8042","32.8219","24.2712","1767.8945","24066.7311","258.4429","358.9556","2028.2753","1520.094","3073.0915","978.3905"
"SEN","21/02/2026","8","804.0025","619.0792","24.2234","1757.2275","23780.5565","251.9841","358.1347","2425.3841","1520.2715","3006.2593","985.4256"
"SEN","21/02/2026","9","715.2092","3652.6556","21.4514","1473.8027","22863.9336","267.5769","356.5024","1925.8947","1519.7142","2890.9449","955.9813"
"SEN","21/02/2026","10","922.656","5099.1686","18.8392","1288.1785","21201.9923","267.1251","355.7362","2798.7186","1527.9053","2719.0082","887.9971"
"SEN","21/02/2026","11","1129.0951","5207.256","9.9111","1271.9572","21244.1981","252.6533","355.5482","2700.758","1527.9228","2757.0012","808.7436"
"SEN","21/02/2026","12","1426.2792","5451.0107","20.3617","1293.7474","21460.8653","258.3718","357.8026","1904.205","1528.6165","2807.0302","833.7935"
"SEN","21/02/2026","13","1999.5024","5405.8598","24.4999","1591.4274","21250.1056","252.7077","357.9357","1400.8904","1527.7414","2947.9705","910.4462"
"SEN","21/02/2026","14","2150.7528","5586.668","24.2884","1743.1221","20752.735","247.5204","357.7377","1319.6216","1527.351","3084.541","957.5624"
"SEN","21/02/2026","15","2165.1881","5651.7666","24.6694","1757.164","20278.1563","248.828","357.6174","1531.6236","1527.8133","3106.6102","953.1306"
"SEN","21/02/2026","16","2321.8862","5318.2802","24.5804","1757.0927","20596.3586","264.0431","358.3136","1893.2772","1527.2751","3205.4197","892.515"
"SEN","21/02/2026","17","2251.9983","4814.6942","24.2867","1760.3024","21007.5186","262.3172","358.234","2382.1365","1528.1478","3404.64","887.084"
"SEN","21/02/2026","18","2302.3793","3301.2874","25.0761","1761.4343","21610.9368","404.6702","357.6427","3297.9541","1527.1868","3563.4796","982.1197"
"SEN","21/02/2026","19","2200.506","667.4865","24.8173","1763.4435","22945.2331","456.7304","358.3681","5361.3673","1526.5498","3666.3412","1103.9992"
"SEN","21/02/2026","20","2171.6187","29.701","25.4013","1764.6687","24067.9058","450.1794","358.5811","6106.8359","1525.432","3660.0663","1294.9043"
"SEN","21/02/2026","21","2339.3456","21.6696","25.1492","1767.7779","24522.3795","460.7575","358.3986","5281.5618","1525.734","3664.089","1323.3075"
"SEN","21/02/2026","22","2550.0094","13.869","24.8013","1766.511","24566.2344","441.2807","358.3648","4082.7458","1525.2442","3653.3103","1294.2783"
"SEN","21/02/2026","23","2765.5973","8.1508","25.0621","1732.3891","24566.9976","356.0393","358.5204","3171.4918","1524.811","3305.3083","1185.6979"
"SEN","21/02/2026","24","2862.5278","3.716","25.0561","1417.1334","24067.1403","312.3202","357.9218","2541.8414","1523.8894","3052.3128","1125.9097"
"SEN","22/02/2026","1","3141.5745","0.5545","24.5335","1247.4819","22836.0422","255.7103","359.8471","2659.5234","1523.2808","2506.5486","853.428"
"SEN","22/02/2026","2","3987.3234","0.4865","24.5598","1098.8488","21577.5978","254.7552","359.571","2071.2366","1523.3107","2291.2324","803.8864"
"SEN","22/02/2026","3","4096.489","0.4779","25.3373","1058.7764","20981.6421","242.5415","359.7932","1501.3775","1522.4534","2272.9891","692.8932"
"SEN","22/02/2026","4","4401.8688","0.5184","24.0902","1048.246","20289.2329","246.2231","361.1004","1417.0008","1523.0138","2222.1005","604.7123"
"SEN","22/02/2026","5","4591.9908","0.4838","23.8544","876.9465","19888.9201","263.2933","360.6669","1738.65","1523.2874","1797.9323","603.6255"
"SEN","22/02/2026","6","4678.3583","0.4815","24.8984","758.6147","19337.17","250.7279","359.8125","2073.3241","1522.683","1793.3606","564.7558"
"SEN","22/02/2026","7","4764.1317","25.2345","25.0823","755.238","19189.8682","267.0763","359.8786","2113.0984","1523.1857","1748.3127","565.8294"
"SEN","22/02/2026","8","4833.0013","366.6206","17.5579","755.7917","18781.0991","249.073","359.4457","1870.5109","1523.0225","1733.5976","587.4914"
"SEN","22/02/2026","9","4682.5851","2072.1167","22.0383","754.6643","17634.2311","266.3189","357.8638","1594.9158","1526.2354","1714.5572","646.2527"
"SEN","22/02/2026","10","4176.4806","3300.4259","25.6986","756.0972","16727.8442","272.0798","357.2435","1742.531","1530.0039","1719.3286","671.8144"
"SEN","22/02/2026","11","4049.3993","3767.4037","25.1229","755.4865","16439.3763","263.6673","356.4199","1673.69","1529.4365","1717.8023","605.921"
"SEN","22/02/2026","12","4119.2587","3950.0601","25.3894","755.0344","16053.3997","249.3305","355.0115","1620.5032","1529.3669","1713.5877","571.2006"
"SEN","22/02/2026","13","3609.4108","4384.6193","25.1963","755.6185","16153.7827","262.0504","354.4724","1703.4193","1527.7969","1712.6704","564.8467"
"SEN","22/02/2026","14","3620.7202","3968.8626","20.2092","755.5013","16312.8493","257.6153","354.3944","2059.5715","1527.6761","1717.183","561.3784"
"SEN","22/02/2026","15","4204.7567","4308.2375","19.1502","754.7215","15941.885","233.3592","354.4211","1579.4006","1527.9415","1706.0101","555.2172"
"SEN","22/02/2026","16","4117.6161","3947.663","21.752","756.1734","16689.2811","252.6506","354.329","1660.9363","1527.4088","1731.5024","590.771"
"SEN","22/02/2026","17","4331.6856","3855.6455","18.7688","755.3976","17480.4717","262.7144","354.2696","1472.8804","1527.891","1746.5542","599.4213"
"SEN","22/02/2026","18","4313.3995","2872.2748","25.1666","754.6669","18841.5725","291.7214","355.8685","2137.1838","1528.4201","1809.4093","633.5981"
"SEN","22/02/2026","19","4198.1513","615.0947","25.2826","768.5141","20512.0215","293.6222","354.8373","3695.2554","1529.7461","2065.69","706.3737"
"SEN","22/02/2026","20","4174.9755","30.8211","21.951","935.2591","21710.9054","291.2397","357.1094","4822.5385","1531.5319","2277.3963","804.3741"
"SEN","22/02/2026","21","4218.2864","21.6009","23.059","844.3709","21225.2713","283.9094","357.7397","5156.2292","1531.9541","2233.5601","868.074"
"SEN","22/02/2026","22","3935.4863","15.5354","25.2126","754.5658","21351.0323","300.5677","359.0699","4685.911","1532.8973","2205.2029","844.4302"
"SEN","22/02/2026","23","3684.5332","9.8162","24.3971","755.1599","21162.725","288.4492","359.5928","3635.6085","1532.9742","2188.7634","786.6271"
"SEN","22/02/2026","24","3402.9795","5.5702","23.6137","755.3949","20854.8422","280.2473","360.362","2530.9611","1533.4988","2181.2372","771.2384"
"SEN","23/02/2026","1","3284.8409","0.7416","23.8493","756.6302","19625.4086","260.9571","360.1319","2421.2865","1535.2609","2078.5136","769.0314"
"SEN","23/02/2026","2","2969.0763","0.4653","18.3913","757.185","19307.743","259.0107","359.7705","2243.1183","1536.269","1987.2978","702.719"
"SEN","23/02/2026","3","2863.5349","0.4668","12.6373","757.1633","18677.603","277.2042","359.9334","2291.0202","1537.1615","1765.6818","697.1651"
"SEN","23/02/2026","4","2710.0641","0.4637","11.9256","757.7743","18276.8831","269.4787","359.7018","2373.8224","1537.5431","1763.9859","696.1202"
"SEN","23/02/2026","5","2589.4966","0.4637","11.5541","758.3501","18408.0631","261.1155","359.6761","2519.1328","1539.075","1793.212","712.4564"
"SEN","23/02/2026","6","2559.8232","0.4681","12.7074","757.656","19165.4742","260.0125","359.3319","2091.4775","1540.2755","2254.0578","723.523"
"SEN","23/02/2026","7","2515.1425","27.8224","13.0423","758.3612","20640.4577","264.5184","359.6351","2481.2046","1540.4339","2369.9249","764.9098"
"SEN","23/02/2026","8","2512.9212","505.9635","13.0906","756.1297","21225.3593","263.1469","359.1515","2924.9526","1540.4247","2352.0038","801.3259"
"SEN","23/02/2026","9","2405.0029","3207.8419","12.6487","754.2057","20160.0301","244.2874","357.4564","2726.0251","1540.3552","2223.9307","831.516"
"SEN","23/02/2026","10","2245.402","5387.8637","13.0416","749.2455","18973.6125","245.5758","356.1659","2403.9501","1540.991","2144.797","841.0959"
"SEN","23/02/2026","11","2081.9249","6174.8445","21.5139","748.3237","18821.3503","247.7259","356.4375","2477.7816","1541.6049","1806.6128","889.0182"
"SEN","23/02/2026","12","2050.7278","6436.5338","25.7902","749.3629","18482.8067","247.6329","352.3714","2788.3904","1540.3699","1848.613","904.3839"
"SEN","23/02/2026","13","1995.303","6324.5759","25.8528","750.5066","18572.9492","257.7785","358.3992","2820.5653","1539.0642","1881.2968","942.3838"
"SEN","23/02/2026","14","2081.2406","5940.8114","24.9094","750.783","19012.5372","253.6111","358.6833","2875.9016","1538.4315","1915.2061","952.6168"
"SEN","23/02/2026","15","2164.3297","5996.8247","25.5139","752.1438","19434.3535","259.959","357.7608","2915.4476","1537.6362","1970.0131","958.1014"
"SEN","23/02/2026","16","2211.536","5878.8423","21.4693","751.067","20212.9514","252.8217","357.3246","2788.5554","1537.7001","2203.4201","967.779"
"SEN","23/02/2026","17","2396.1456","5686.1994","25.3713","762.7901","20969.5585","249.9682","358.0663","2073.7726","1537.6573","2510.9108","1110.1206"
"SEN","23/02/2026","18","2807.4847","4041.5241","23.635","849.4654","21291.3936","259.962","358.236","3251.3455","1537.0639","2581.4046","1116.6076"
"SEN","23/02/2026","19","3430.6852","784.2678","25.5733","849.9464","22215.8273","271.5649","360.2494","5311.6528","1536.9446","2665.9669","1297.3872"
"SEN","23/02/2026","20","3728.8551","30.68","26.1489","856.9186","22801.9958","272.2952","361.3363","6587.3518","1536.8803","2811.6797","1309.151"
"SEN","23/02/2026","21","3742.7337","23.275","26.1944","857.3165","22642.9269","260.5149","362.0523","6574.2554","1536.5943","2859.0517","1207.5044"
"SEN","23/02/2026","22","3468.1292","13.1933","24.9109","839.4696","22565.197","274.8287","374.8762","6022.8444","1536.3976","2844.0457","1176.5406"
"SEN","23/02/2026","23","3535.4903","5.4302","25.9372","744.4738","22203.7829","255.4047","389.3466","4830.0529","1536.4298","2782.5384","1124.3042"
"SEN","23/02/2026","24","3726.619","2.8003","25.5476","744.9476","21594.3024","253.4225","390.1294","3599.3026","1346.1819","2809.2608","1064.9573"
"SEN","24/02/2026","1","3775.0951","0.9393","25.9247","744.9834","20837.7486","251.0764","390.892","2912.4062","1243.839","2736.5324","909.3609"
"SEN","24/02/2026","2","3663.5767","0.6518","25.5779","745.2927","20334.5564","251.7589","391.181","2297.0975","1245.1752","2564.9368","980.7628"
"SEN","24/02/2026","3","3545.721","0.6272","24.4923","745.04","20220.9082","257.6877","391.4904","1997.3331","1243.6263","2489.4805","980.9135"
"SEN","24/02/2026","4","3440.5469","0.6148","23.95","745.4946","20030.9521","268.9853","391.3388","1811.3554","1245.1525","2481.014","987.0219"
"SEN","24/02/2026","5","3169.9908","0.5917","25.7611","745.9322","20152.2344","283.281","391.6941","2141.2143","1247.6692","2523.0136","979.5494"
"SEN","24/02/2026","6","2986.7513","0.5855","20.5118","760.4549","20559.6598","266.2824","390.5748","2568.8946","1249.7844","2639.9099","1017.8117"
"SEN","24/02/2026","7","2846.1302","20.1508","17.4114","928.9909","21811.642","275.5514","392.0641","3006.3452","1250.5946","2687.3865","1050.905"
"SEN","24/02/2026","8","2732.4808","480.2128","17.2558","941.6903","22748.2294","270.9019","392.9879","3198.7126","1252.7131","2674.3839","1072.4678"
"SEN","24/02/2026","9","2424.7966","3505.8764","8.4813","860.2329","21470.0916","254.9521","390.3772","2626.1459","1256.8211","2633.9252","1043.9601"
"SEN","24/02/2026","10","2840.0667","6148.9444","2.0813","837.3613","19380.1038","286.1301","387.7134","2239.1452","1262.206","2529.5646","1045.8635"
"SEN","24/02/2026","11","3395.8471","6790.2186","2.1775","838.5409","18393.9741","322.8889","385.5984","1968.3433","1263.6735","2308.6172","1040.8016"
"SEN","24/02/2026","12","3516.3886","6473.8174","2.1828","837.8975","18253.716","320.9303","385.0371","2448.7653","1260.6471","2260.2525","1041.5277"
"SEN","24/02/2026","13","3602.4305","6485.4169","2.177","790.3698","18247.5571","297.0472","384.2468","2579.2368","1261.2424","2255.7192","1049.9956"
"SEN","24/02/2026","14","3778.4224","6448.4444","2.2506","755.6236","18193.6589","304.2644","383.7105","2603.455","1263.0984","2317.8001","1023.3711"
"SEN","24/02/2026","15","3832.6997","6595.6874","2.1789","755.5761","18392.6755","307.8382","385.2296","2470.0693","1252.8419","2449.0108","1020.4814"
"SEN","24/02/2026","16","3896.53","6341.6814","2.2361","756.4993","19432.8014","314.1681","385.0725","2672.7985","1249.0645","2689.0943","1005.566"
"SEN","24/02/2026","17","3987.6441","5809.521","2.2083","766.7434","20098.5719","337.5268","384.6578","3113.85","1252.6055","2739.3969","1057.4246"
"SEN","24/02/2026","18","4314.8035","4205.1857","2.1517","918.58","20613.8581","413.674","385.2538","4012.7653","1253.9387","2805.522","1049.49"
"SEN","24/02/2026","19","4465.3376","730.7679","2.1893","941.3363","22863.7532","432.6124","380.7143","5463.7666","1253.2534","2880.7245","1117.8139"
"SEN","24/02/2026","20","4527.374","27.3556","2.2868","942.8648","23723.2731","422.7411","383.804","6377.7445","1253.934","2866.8409","1186.1785"
"SEN","24/02/2026","21","4468.3124","20.3559","2.3063","942.0708","23810.1862","417.2817","389.8906","6212.3859","1273.87","2895.5002","1179.9347"
"SEN","24/02/2026","22","4368.4244","11.1429","2.4232","940.7266","23866.7794","395.9929","389.6183","4703.0679","1411.9426","2900.6555","1161.418"
"SEN","24/02/2026","23","4188.3636","7.1852","2.4694","935.5424","23531.1156","274.3052","391.3546","3715.3604","1486.4328","2856.5916","1097.1223"
"SEN","24/02/2026","24","3960.6327","6.004","2.5347","910.2069","22403.6403","255.1379","392.1417","3349.0575","1498.0019","2772.3799","1072.5244"
"SEN","25/02/2026","1","3913.4722","1.205","2.512","757.5692","21761.6723","262.3753","392.0621","2407.7554","1511.1279","2695.7973","986.0736"
"SEN","25/02/2026","2","3845.8651","0.6977","2.5732","757.5428","21407.019","277.8848","391.4694","1883.3192","1525.249","2682.8934","971.6274"
"SEN","25/02/2026","3","3854.2268","0.6762","2.5327","755.9548","20908.3987","257.5516","391.2473","1394.8036","1533.1914","2675.9631","980.9719"
"SEN","25/02/2026","4","3866.5066","0.6545","2.5426","758.1899","20704.7885","272.7985","390.9477","1356.686","1534.1681","2680.9649","987.3503"
"SEN","25/02/2026","5","3777.0156","0.6008","2.455","758.7225","20730.2824","275.0398","358.8168","1513.1655","1533.8745","2682.4398","990.6952"
"SEN","25/02/2026","6","3619.9743","0.5963","2.5183","759.3552","21438.7334","279.3883","349.8832","1855.7285","1534.2557","2694.1198","1016.1684"
"SEN","25/02/2026","7","3379.8954","34.8577","2.4697","878.9712","22676.5348","275.4445","349.9526","2341.7979","1534.8987","2703.0582","1057.3177"
"SEN","25/02/2026","8","3046.7157","728.6073","2.4451","941.5028","23275.4586","275.2291","349.5223","2436.0125","1533.5259","2710.1916","1087.1923"
"SEN","25/02/2026","9","2551.0456","4040.1845","2.5487","856.1318","21302.2546","275.8118","347.0612","2673.6599","1530.6389","2677.7606","1083.1547"
"SEN","25/02/2026","10","2351.4663","5969.8871","7.8722","758.7812","20005.116","279.7818","344.1958","2600.4918","1528.2984","2561.6059","1086.459"
"SEN","25/02/2026","11","2020.1042","6290.9105","21.4749","758.4645","19827.3884","288.0195","342.9547","2858.0357","1525.4414","2563.3594","1111.6396"
"SEN","25/02/2026","12","1695.607","6342.7922","26.0677","843.602","20479.3061","290.2618","342.9149","2735.7892","1521.6099","2547.5268","1068.9771"
"SEN","25/02/2026","13","1659.443","6069.6086","25.7002","936.2269","21172.4442","281.921","341.3997","2605.7135","1517.9518","2578.1748","1030.3172"
"SEN","25/02/2026","14","1649.2603","6099.9223","24.9545","956.6298","21674.8695","280.1588","344.4439","2592.9644","1495.9957","2645.0687","1020.8216"
"SEN","25/02/2026","15","1727.2036","6059.3632","25.3096","1112.5073","22034.4372","287.7166","341.9628","2637.1752","1510.7719","2730.7008","987.965"
"SEN","25/02/2026","16","2106.7677","6423.9066","26.6879","1135.4209","22263.6428","289.3906","339.9445","2406.6429","1521.0295","2918.5152","998.2619"
"SEN","25/02/2026","17","2259.7226","5926.4764","25.9872","1134.194","22432.4064","374.0978","339.2143","3078.439","1522.9009","3316.8716","1018.6125"
"SEN","25/02/2026","18","2534.871","4086.2903","26.2419","1134.6956","22907.9933","398.8517","339.0107","4461.8818","1520.1102","3485.1377","1085.5799"
"SEN","25/02/2026","19","2498.268","881.3947","26.3877","1136.3664","24522.5746","406.5633","338.3972","6373.92","1517.8534","3555.0513","1109.5908"
"SEN","25/02/2026","20","2448.15","32.7509","27.0389","1132.9749","25609.8861","318.748","342.5658","7314.8721","1517.5642","3667.7582","1170.4362"
"SEN","25/02/2026","21","2539.4908","22.7916","26.7821","1132.3424","25359.7193","407.8913","342.6093","7107.8346","1518.4275","3524.4949","1177.0074"
"SEN","25/02/2026","22","2564.4987","11.8492","25.781","1112.5547","25065.0202","411.102","343.3321","6206.4069","1517.2181","3360.8188","1167.5562"
"SEN","25/02/2026","23","2530.748","6.2939","26.0959","951.3848","25070.629","380.8491","343.9436","5366.897","1517.1873","3047.1174","1082.2144"
"SEN","25/02/2026","24","2384.0522","5.0296","26.7058","934","24914.6971","279.183","344.0417","3873.735","1517.2733","2890.1429","1016.3009"
"SEN","26/02/2026","1","2340.8504","1.0992","24.735","933.8165","24202.6362","274.3323","344.5558","3010.9796","1518.8476","2778.4374","968.6138"
"SEN","26/02/2026","2","2351.9827","0.6885","23.235","933.7585","23370.2292","274.524","344.5753","2626.6523","1523.2491","2719.4373","967.775"
"SEN","26/02/2026","3","2303.1367","0.6873","26.0927","933.9059","22771.2361","286.0059","344.7668","2450.2091","1523.0216","2697.996","965.5847"
"SEN","26/02/2026","4","2077.1278","0.6818","26.1495","933.9034","22747.0631","291.9243","344.8674","2075.4894","1522.824","2698.3437","962.3485"
"SEN","26/02/2026","5","1961.0221","0.6242","26.2898","933.7497","23073.434","279.7344","344.8759","1896.8955","1524.5272","2692.8662","968.5014"
"SEN","26/02/2026","6","1821.2952","0.6044","26.0319","934.2771","23539.7965","282.5454","339.5721","2177.0251","1524.6972","2692.6014","1018.1366"
"SEN","26/02/2026","7","1593.2162","35.843","26.1464","934.8991","24966.7263","285.5809","344.4587","2458.0361","1524.7635","2740.4269","1084.1853"
"SEN","26/02/2026","8","1487.6769","761.774","26.0095","936.7772","24973.7347","279.586","344.3715","2677.391","1524.4576","2752.3426","1098.51"
"SEN","26/02/2026","9","1355.9673","4200.277","25.8726","938.4274","23082.9043","268.9632","342.6489","2439.5662","1524.3371","2710.875","1055.6082"
"SEN","26/02/2026","10","1291.215","6488.8115","25.6935","930.2698","21279.2909","265.863","339.2986","2549.6182","1523.1956","2646.9078","1054.4189"
"SEN","26/02/2026","11","1615.178","6689.7431","25.8388","788.2656","20647.9461","176.4994","339.0046","3021.1379","1522.1697","2657.7609","1060.7029"
"SEN","26/02/2026","12","1599.725","6458.2067","25.8265","755.0243","21118.879","181.2359","337.6959","3295.6727","1520.9974","2640.9333","1074.3205"
"SEN","26/02/2026","13","1406.7387","6379.6627","25.9155","776.4569","21576.916","188.7177","339.9461","3380.9887","1524.0194","2628.2255","1083.605"
"SEN","26/02/2026","14","1172.9001","6168.5342","25.9236","929.4659","22335.7634","284.5943","340.5415","3378.1575","1532.277","2649.0835","1122.5855"
"SEN","26/02/2026","15","1079.7655","6231.934","25.5283","937.2342","22832.2438","289.0753","340.0246","3490.1108","1530.9489","2692.6851","1136.0455"
"SEN","26/02/2026","16","1146.4465","6321.5517","24.3201","1018.6069","23688.9347","298.6565","339.1573","3805.9994","1523.9464","2873.3528","1183.5626"
